AnimalId,DOB,Sex,BehaviorMom,Sire,Dam 
I218J6,6/28/2020,f,8J6,,
I218J8,8/2/2020,m,8J8,,
I218M2,7/8/2020,m,8M2,,
I218M7,6/28/2020,m,8M7,,
I218N3,7/14/2020,f,8N3,,
I218N7,5/16/2020,f,8N7,,
I218P3,7/20/2020,m,8P3,,
I218R5,6/29/2020,f,8R5,,
I218R7,8/12/2020,m,8R7,,
I218S5,5/22/2020,f,8S5,,
I218T1,7/14/2020,m,8T1,,
I218T2,8/4/2020,m,8T2,,
I218U1,7/12/2020,f,8U1,,
I218U3,5/31/2020,f,8U3,,
I218U8,7/25/2020,f,8U8,,
I218U9,8/1/2020,f,8U9,,
I218V1,8/28/2020,m,8V1,,
I218W1,8/17/2020,m,8W1,,
I218W3,7/10/2020,f,8W3,,
I218W4,7/11/2020,m,8W4,,
I218W7,5/25/2020,m,8W7,,
I218Y3,8/25/2020,f,8Y3,,
I218Y8,7/12/2020,f,8Y8,,
I2190P,7/11/2020,m,90P,,
I2190T,7/19/2020,f,90T,,
I2193Z,6/10/2020,f,93Z,,
I2195V,8/18/2020,f,95V,,
I2198T,6/26/2020,m,98T,,
I2199Z,5/27/2020,m,99Z,,
I219A4,7/19/2020,f,9A4,,
I219C7,7/24/2020,f,9C7,,
I219D8,5/29/2020,f,9D8,,
I219H7,7/13/2020,m,9H7,,
I219I6,8/24/2020,m,9I6,,
I219J5,6/28/2020,f,9J5,,
I219K0,6/24/2020,f,9K0,,
I219L0,8/10/2020,m,9L0,,
I219L6,8/1/2020,f,9L6,,
I219L7,7/15/2020,f,9L7,,
I219M8,7/23/2020,m,9M8,,
I219N3-1,8/15/2020,m,9N3,,
I219N3-2,8/15/2020,f,9N3,,
I219N4,7/22/2020,f,9N4,,
I219P7,7/1/2020,m,9P7,,
I219Q1,7/25/2020,m,9Q1,,
I219R8,9/2/2020,m,9R8,,
I219T4,5/24/2020,m,9T4,,
I219U0,5/28/2020,f,9U0,,
I219U3,8/7/2020,m,9U3,,
I219U6,7/14/2020,m,9U6,,
I219U7,10/13/2020,f,9U7,,
I219U8,7/13/2020,m,9U8,,
I219U9,6/25/2020,m,9U9,,
I219W5,6/25/2020,f,9W5,,
I21AA5,8/31/2020,f,AA5,,
I21AB7,8/20/2020,m,AB7,,
I21AC0,8/11/2020,m,AC0,,
I21AC2,8/22/2020,m,AC2,,
I21AZ7,7/19/2020,f,AZ7,,
I22,1/18/1984,f,B13,,
I23,3/6/1984,m,262,,
I24,2/6/1984,m,692,,
I25,1/7/1984,m,671,,
I26,3/3/1984,m,A94,,
I27,4/7/1984,f,480,,
I28,2/21/1984,f,844,,
I29,1/1/1984,m,723,928,
I3,5/7/1965,f,IS,,
I30,3/29/1984,m,FB,,
I31,5/17/1984,f,B60,,
I32,2/2/1984,m,526,647,
I33,1/25/1985,f,A26,,
I34,1/15/1985,f,B11,,
I35,1/12/1985,m,B59,,
I36,2/24/1985,m,808,,
I37,2/6/1985,m,893,945,
I38,3/27/1985,f,633,,
I39,2/3/1985,m,498,,
I4,4/14/1965,f,BX,,
I40,1/12/1985,m,443,,
I41,2/7/1985,m,233,,
I42,2/19/1985,f,747,,
I43,3/20/1985,f,D50,,
I44,2/13/1985,f,692,,
I45,3/13/1985,m,974,,
I46,2/18/1985,m,679,,
I47,5/21/1985,m,C30,,C30
I48,2/16/1985,m,930,761,
I49,3/17/1985,m,699,,
I5,3/7/1965,m,NM,,
I50,2/5/1985,f,838,,
I51,4/8/1985,m,577,843,577
I52,2/19/1985,m,454,,
I53,3/10/1985,m,B65,,
I54,1/29/1985,f,953,,
I55,2/19/1985,f,898,,
I56,1/1/1985,f,470,,470
i5622,6/26/1956,u,22,,
I57,2/14/1985,m,C97,,
i57090,5/21/1957,u,090,,
I58,3/10/1985,f,896,,
I59,1/21/1985,f,798,,
i59011,1/28/1959,u,011,,
i59048,3/1/1959,m,048,,
i59069,2/23/1959,f,069,,
i59PF,1/1/1959,m,PF,,
i59RB,3/20/1959,m,RB,,
I6,3/31/1965,m,094,,
I60,4/13/1985,m,B13,,
i60003,2/22/1960,m,003,,
i60004,2/23/1960,u,004,,
i60081,3/21/1960,m,081,,
i60088,4/24/1960,f,088,,
i60090,3/2/1960,u,090,,
i60093,4/18/1960,f,093,,
i60094,4/5/1960,m,094,,
i60104,3/19/1960,f,104,,
i60116,3/17/1960,m,116,,
i60AC,3/31/1960,m,AC,,
i60AW,3/9/1960,m,AW,,
i60CD,2/18/1960,u,CD,,
i60EA,3/6/1960,f,EA,,
I61,2/15/1985,m,745,,
i61010,3/26/1961,m,010,,
i61021,3/26/1961,m,021,,
i61024,3/17/1961,m,024,,
i61058,3/18/1961,f,058,,
i61059,3/19/1961,f,059,,
i61097,3/22/1961,m,097,,
i61118,3/24/1961,m,118,,
i61119,2/24/1961,f,119,,
i61122,2/25/1961,f,122,,
i61131,3/17/1961,m,131,,
i61AU,5/8/1961,m,AU,,
i61S013,3/24/1961,m,S013,,
I62,4/8/1985,m,678,,678
i62011,3/3/1962,u,011,,
i62015,4/27/1962,m,015,,
i62020,3/15/1962,u,020,,
i62041,3/20/1962,m,041,,
i62085,3/24/1962,f,085,,
i62088,4/3/1962,u,088,,
i62104,3/12/1962,m,104,,
i62117,2/24/1962,f,117,,
i62AA,5/5/1962,m,AA,,
i62AJ,4/1/1962,f,AJ,,
i62AM,3/22/1962,f,AM,,
i62BL,3/3/1962,m,BL,,
i62BV,4/25/1962,m,BV,,
i62BX,3/8/1962,f,BX,,
i62R003,3/24/1962,f,R003,,
i62R010,4/4/1962,m,R010,,
i62S013,4/21/1962,f,S013,,
I63,2/19/1985,f,A71,823,A71
i63011,1/7/1963,f,011,,
i63022,5/3/1963,m,022,,
i63055,1/23/1963,m,055,,
i63070,2/1/1963,m,070,,
i63081,3/13/1963,m,081,,
i63085,3/4/1963,m,085,,
i63092,5/3/1963,m,092,,
i63097,3/8/1963,m,097,,
i63102,3/15/1963,f,102,,
i63104,2/15/1963,f,104,,
i63114,4/5/1963,m,114,,
i63115,3/13/1963,f,115,,
i63AJ,2/4/1963,f,AJ,,
i63BN,3/13/1963,f,BN,,
i63BP,3/8/1963,m,BP,,
i63CM,3/15/1963,m,CM,,
i63DR,2/21/1963,m,DR,,
i63DT,2/5/1963,u,DT,,
i63DZ,3/13/1963,m,DZ,,
i63EU,5/2/1963,m,EU,,
i63EW,2/24/1963,m,EW,,
i63R003,2/10/1963,m,R003,,
I64,1/29/1985,m,7L,A66,C38
i64010,2/20/1964,u,010,,
i64055,2/7/1964,u,055,,
i64104,2/20/1964,m,104,,
i64129,2/11/1964,u,129,,
i64A,3/28/1964,m,A,,
i64BB,4/29/1964,m,BB,,
i64EA,2/20/1964,m,EA,,
i64HR,2/18/1964,m,HR,,
i64NF,2/25/1964,m,NF,,
i64R011,1/15/1964,m,R011,,
i64S013,2/19/1964,m,S013,,
I65,3/22/1985,f,723,761,
i65020,3/29/1965,u,020,,
i65029,3/3/1965,m,029,,
i65055,1/26/1965,m,055,,
i65075,3/24/1965,m,075,,
i65080,7/29/1965,u,080,,
i65106,3/1/1965,f,106,,
i65109,2/9/1965,f,109,,
i65129,3/29/1965,f,129,,
i65131,3/29/1965,f,131,,
i65AJ,2/6/1965,m,AJ,,
i65AU,3/11/1965,m,AU,,
i65BN,3/8/1965,f,BN,,
i65BU,3/10/1965,m,BU,,
i65CP,3/19/1965,m,CP,,
i65DA,2/27/1965,m,DA,,
i65DJ,3/19/1965,f,DJ,,
i65HB,2/21/1965,m,HB,,
i65IP,3/4/1965,f,IP,,
i65KA,1/6/1965,f,KA,,
i65KS,3/14/1965,m,KS,,
i65LB,3/8/1965,f,LB,,
i65NH,5/10/1965,f,NH,,
i65R003,3/15/1965,m,R003,,
i65X,3/24/1965,f,X,,
I66,2/28/1985,f,985,,
i66022,2/21/1966,f,022,,
i66057,3/1/1966,f,057,,
i66080,2/16/1966,f,080,,
i66105,2/25/1966,f,105,,
i66114,4/17/1966,m,114,,
i66128,5/18/1966,m,128,,
i66129,2/24/1966,u,129,,
i66AM,2/18/1966,f,AM,,
i66AU,3/3/1966,f,AU,,
i66AW,3/10/1966,m,AW,,
i66AY,2/3/1966,f,AY,,
i66BJ,3/3/1966,m,BJ,,
i66BX,3/24/1966,m,BX,,
i66CM,4/3/1966,m,CM,,
i66CQ,4/6/1966,f,CQ,,
i66CU,3/12/1966,f,CU,,
i66DA,3/21/1966,f,DA,,
i66EL,4/29/1966,m,EL,,
i66EW,2/15/1966,f,EW,,
i66HE,4/14/1966,m,HE,,
i66HL,3/18/1966,f,HL,,
i66IE,2/18/1966,m,IE,,
i66IP,4/22/1966,f,IP,,
i66IR,4/7/1966,m,IR,,
i66JJ,2/14/1966,f,JJ,,
i66K,2/8/1966,f,K,,
i66KR,2/16/1966,m,KR,,
i66KS,2/19/1966,f,KS,,
i66L,1/27/1966,m,L,,
i66LN,3/15/1966,m,LN,,
i66LR,3/12/1966,m,LR,,
i66NC,2/14/1966,m,NC,,
i66ND,3/16/1966,m,ND,,
i66NF,4/13/1966,m,NF,,
i66NI,3/21/1966,f,NI,,
i66NX,4/13/1966,f,NX,,
i66OQ,5/13/1966,f,OQ,,
i66R,2/13/1966,m,R,,
i66R002,2/25/1966,m,R002,,
i66R004,3/19/1966,f,R004,,
i66R005,2/23/1966,f,R005,,
i66RB,3/25/1966,f,RB,,
i66S,3/14/1966,f,S,,
i66S002,3/15/1966,m,S002,,
i66S012,3/9/1966,m,S012,,
i66S013,3/5/1966,m,S013,,
i66TI,3/4/1966,f,TI,,
i66TT,3/25/1966,f,TT,,
i66TY,3/19/1966,m,TY,,
i66UR,2/28/1966,f,UR,,
i66X,2/18/1966,m,X,,
i66YY,3/15/1966,f,YY,,
i66ZA,4/7/1966,f,ZA,,
I67,3/6/1985,m,725,632,
i67049,3/21/1967,m,049,,
i67094,5/25/1967,m,094,,
i67AU,2/1/1967,f,AU,,
i67BN,3/7/1967,m,BN,,
i67CS,3/13/1967,f,CS,,
i67HS,1/1/1967,u,HS,,
i67IN,2/17/1967,f,IN,,
i67JE,3/21/1967,m,JE,,
i67JH,2/11/1967,m,JH,,
i67LM,2/21/1967,m,LM,,
i67NU,3/21/1967,m,NU,,
i67OA,3/31/1967,m,OA,,
i67R,2/7/1967,f,R,,
i67TR,2/3/1967,m,TR,,
i67WO,3/22/1967,f,WO,,
i67X,2/26/1967,f,X,,
i67YB,3/10/1967,m,YB,,
i67YN,2/14/1967,f,YN,,
i67YX,3/31/1967,f,YX,,
i67ZU,4/26/1967,f,ZU,,
I68,2/17/1985,f,874,632,874
i68003,3/25/1968,m,003,,
i68055,2/16/1968,m,055,,
i68074,6/30/1968,f,074,,
i68088,2/19/1968,f,088,,
i68094,6/1/1968,m,094,,
i68105,2/24/1968,u,105,,
i68AE,3/24/1968,m,AE,,
i68AH,4/6/1968,f,AH,,
i68AT,2/24/1968,u,AT,,
i68AT63,4/10/1968,f,AT63,,
i68AW,2/26/1968,f,AW,,
i68BP,3/24/1968,f,BP,,
i68BX,5/16/1968,m,BX,,
i68CH,4/19/1968,m,CH,,
i68CS,6/23/1968,u,CS,,
i68D9,3/11/1968,f,D9,,
i68DC,4/13/1968,m,DC,,
i68EL,3/17/1968,f,EL,,
i68EW,4/3/1968,m,EW,,
i68FQ,3/8/1968,m,FQ,,
i68GE,5/24/1968,f,GE,,
i68GH,3/1/1968,f,GH,,
i68GL,2/6/1968,m,GL,,
i68GR,3/5/1968,f,GR,,
i68GU,3/1/1968,f,GU,,
i68H1,4/12/1968,f,H1,,
i68HD,2/16/1968,m,HD,,
i68HR,3/19/1968,m,HR,,
i68HS,1/26/1968,u,HS,,
i68IE,3/1/1968,f,IE,,
i68IK,2/24/1968,m,IK,,
i68J3,4/10/1968,m,J3,,
i68JE,1/21/1968,f,JE,,
i68K5,4/10/1968,f,K5,,
i68KK,3/10/1968,f,KK,,
i68KR,3/24/1968,f,KR,,
i68KS,2/29/1968,m,KS,,
i68L,2/16/1968,m,L,,
i68LH,4/12/1968,m,LH,,
i68LN,3/15/1968,f,LN,,
i68LV,2/18/1968,f,LV,,
i68ND,3/5/1968,m,ND,,
i68NF,4/10/1968,m,NF,,
i68NH,2/17/1968,f,NH,,
i68NI,3/19/1968,m,NI,,
i68NK,2/21/1968,f,NK,,
i68NM,3/17/1968,f,NM,,
i68NU,3/16/1968,f,NU,,
i68OA,3/3/1968,f,OA,,
i68OF,2/17/1968,f,OF,,
i68OI,3/5/1968,m,OI,,
i68OK,6/1/1968,f,OK,,
i68R005,3/1/1968,m,R005,,
i68TR,1/31/1968,m,TR,,
i68TX,5/25/1968,f,TX,,
i68TY,4/24/1968,m,TY,,
i68UB,4/28/1968,m,UB,,
i68UQ,4/9/1968,f,UQ,,
i68WT,3/18/1968,m,WT,,
i68WZ,4/20/1968,m,WZ,,
i68X,2/6/1968,m,X,,
i68XC,4/22/1968,f,XC,,
i68YD,3/24/1968,m,YD,,
i68YN,2/2/1968,m,YN,,
i68YP,3/30/1968,m,YP,,
i68YX,5/10/1968,m,YX,,
i68YY,4/11/1968,m,YY,,
i68ZG,3/13/1968,f,ZG,,
i68ZL,2/25/1968,m,ZL,,
i68ZT,3/29/1968,m,ZT,,
I69,2/22/1985,f,693,,
i69004,4/1/1969,f,004,,
i69022,3/7/1969,f,022,,
i69055,2/19/1969,m,055,,
i69065,4/8/1969,m,065,,
i69075,1/31/1969,m,075,,
i69BX,3/19/1969,f,BX,,
i69C7,2/25/1969,u,C7,,
i69D8,4/2/1969,m,D8,,
i69DC,3/17/1969,f,DC,,
i69E8,4/11/1969,f,E8,,
i69G2,3/7/1969,m,G2,,
i69G3,3/15/1969,m,G3,,
i69G4,3/10/1969,m,G4,,
i69GK,3/31/1969,f,GK,,
i69HR,4/8/1969,m,HR,,
i69IK,2/24/1969,u,IK,,
i69K1,3/30/1969,f,K1,,
i69K6,3/16/1969,f,K6,,
i69LR,2/19/1969,f,LR,,
i69NI,3/18/1969,f,NI,,
i69NK,2/18/1969,m,NK,,
i69OC,1/23/1969,u,OC,,
i69OR,4/6/1969,m,OR,,
i69R9,3/20/1969,f,R9,,
i69UV,3/7/1969,u,UV,,
i69W,3/20/1969,m,W,,
i69WE,3/15/1969,f,WE,,
i69X,2/4/1969,f,X,,
i69XP,2/10/1969,m,XP,,
i69YB,3/18/1969,f,YB,,
i69YL,4/6/1969,f,YL,,
i69YN,1/31/1969,u,YN,,
I7,5/7/1965,m,119,,
I70,2/22/1985,f,B72,761,
i70022,1/10/1970,m,022,,
i70024,3/3/1970,f,024,,
i70114,4/23/1970,m,114,,
i706C,3/2/1970,m,6C,,
i706H,3/17/1970,f,6H,,
i70A6,3/29/1970,f,A6,,
i70B1,4/2/1970,m,B1,,
i70DT,4/13/1970,f,DT,,
i70E4,1/25/1970,m,E4,,
i70ED,2/9/1970,m,ED,,
i70G2,3/12/1970,f,G2,,
i70IN,2/26/1970,f,IN,,
i70IV,2/25/1970,f,IV,,
i70J2,2/12/1970,f,J2,,
i70JP,3/2/1970,f,JP,,
i70K,3/29/1970,m,K,,
i70K1,2/24/1970,f,K1,,
i70OS,2/15/1970,f,OS,,
i70OT,3/19/1970,m,OT,,
i70P8,4/26/1970,f,P8,,
i70R,2/9/1970,m,R,,
i70R8,3/3/1970,f,R8,,
i70U3,3/8/1970,f,U3,,
i70UH,3/21/1970,f,UH,,
i70UV,2/14/1970,f,UV,,
i70UZ,2/26/1970,f,UZ,,
i70V1,3/17/1970,f,V1,,
i70XR,3/5/1970,m,XR,,
i70YJ,2/17/1970,u,YJ,,
I71,2/28/1985,f,C63,,
i71037,4/12/1971,m,037,,
i71118,3/12/1971,m,118,,
i712D,3/9/1971,f,2D,,
i712K,4/22/1971,m,2K,,
i712S,4/17/1971,m,2S,,
i712T,3/5/1971,f,2T,,
i713F,4/11/1971,f,3F,,
i713L,2/16/1971,u,3L,,
i713Q,3/17/1971,f,3Q,,
i713S,4/9/1971,f,3S,,
i714B,2/10/1971,f,4B,,
i714D,2/20/1971,m,4D,,
i714S,2/26/1971,f,4S,,
i714U,3/5/1971,f,4U,,
i715N,4/13/1971,f,5N,,
i715R,3/17/1971,u,5R,,
i716G,4/4/1971,f,6G,,
i716H,5/2/1971,m,6H,,
i71A7,1/26/1971,f,A7,,
i71AH,3/17/1971,u,AH,,
i71AS,3/1/1971,f,AS,,
i71B1,1/22/1971,f,B1,,
i71C4,1/22/1971,f,C4,,
i71D8,4/16/1971,m,D8,,
i71E3,4/12/1971,f,E3,,
i71E7,5/18/1971,f,E7,,
i71E8,4/18/1971,m,E8,,
i71FF,2/18/1971,m,FF,,
i71G2,3/27/1971,m,G2,,
i71GI,1/29/1971,m,GI,,
i71GS,3/15/1971,m,GS,,
i71H5,4/20/1971,f,H5,,
i71HS,1/18/1971,m,HS,,
i71HT,3/17/1971,f,HT,,
i71I8,2/6/1971,m,I8,,
i71IN,2/5/1971,m,IN,,
i71IR,1/31/1971,m,IR,,
i71IS,3/1/1971,u,IS,,
i71IV,3/9/1971,m,IV,,
i71JE,5/3/1971,m,JE,,
i71JR,1/28/1971,f,JR,,
i71K6,3/20/1971,m,K6,,
i71KZ,2/27/1971,m,KZ,,
i71L5,3/8/1971,m,L5,,
i71LH,4/11/1971,m,LH,,
i71LU,3/18/1971,m,LU,,
i71N9,5/17/1971,f,N9,,
i71OC,3/5/1971,m,OC,,
i71OE,4/23/1971,m,OE,,
i71OG,3/1/1971,m,OG,,
i71R8,3/5/1971,m,R8,,
i71R9,4/24/1971,m,R9,,
i71S013,2/24/1971,m,S013,,
i71TA,2/28/1971,m,TA,,
i71TI,3/29/1971,f,TI,,
i71TW,3/22/1971,m,TW,,
i71U3,2/27/1971,u,U3,,
i71U6,3/15/1971,f,U6,,
i71UG,2/27/1971,m,UG,,
i71UH,4/7/1971,m,UH,,
i71UV,3/5/1971,f,UV,,
i71UW,4/20/1971,m,UW,,
i71WG,2/18/1971,f,WG,,
i71X9,3/23/1971,m,X9,,
i71XR,2/13/1971,f,XR,,
i71YM,4/11/1971,f,YM,,
i71ZA,4/30/1971,m,ZA,,
I72,3/22/1985,f,C12,,
i72004,2/28/1972,f,004,,
i72022,1/19/1972,f,022,,
i721Z,2/11/1972,f,1Z,,
i72233,3/25/1972,f,233,,
i722F,2/27/1972,u,2F,,
i72397,3/10/1972,m,397,,
i723L,3/3/1972,f,3L,,
i723N,3/18/1972,m,3N,,
i726L,2/11/1972,f,6L,,
i727R,2/23/1972,m,7R,,
i729Q,5/5/1972,u,9Q,,
i72AH,2/14/1972,m,AH,,
i72B9,3/15/1972,f,B9,,
i72BY,2/27/1972,f,BY,,
i72C7,2/20/1972,f,C7,,
i72DR,2/21/1972,f,DR,,
i72DT,3/18/1972,m,DT,,
i72ED,3/15/1972,f,ED,,
i72F9,5/13/1972,m,F9,,
i72G4,2/11/1972,m,G4,,
i72GY,1/4/1972,m,GY,,
i72H9,2/10/1972,f,H9,,
i72HJ,2/29/1972,f,HJ,,
i72HT,2/1/1972,m,HT,,
i72JM,2/22/1972,m,JM,,
i72LI,2/4/1972,f,LI,,
i72N2,3/21/1972,m,N2,,
i72N5,2/15/1972,m,N5,,
i72P5,3/13/1972,m,P5,,
i72S017,3/25/1972,m,S017,,
i72S7,1/15/1972,f,S7,,
i72U6,2/24/1972,f,U6,,
i72UI,3/6/1972,m,UI,,
i72WX,2/10/1972,m,WX,,
i72X5,3/8/1972,m,X5,,
i72XK,3/4/1972,f,XK,,
i72YB,4/26/1972,u,YB,,
i72YM,2/25/1972,f,YM,,
i72ZQ,1/29/1972,m,ZQ,,
I73,2/4/1985,f,A43,,
i73031,3/31/1973,m,031,,
i73253,2/20/1973,m,253,,
i73262,2/24/1973,f,262,,
i73286,4/5/1973,f,286,,
i73293,2/18/1973,u,293,,
i73397,2/11/1973,u,397,,
i73DZ,2/2/1973,m,DZ,,
i73FH,3/3/1973,f,FH,,
i73G4,3/26/1973,m,G4,,
i73K1,4/13/1973,f,K1,,
i73XN,3/6/1973,f,XN,,
i73XQ,6/9/1973,f,XQ,,
i73YB,4/7/1973,f,YB,,
I74,2/14/1985,m,844,,
i74263,3/21/1974,m,263,,
i74287,3/8/1974,m,287,,
i74301,2/15/1974,m,301,,
i74327,4/5/1974,m,327,,
i747Q,2/13/1974,f,7Q,,
i749T,2/6/1974,m,9T,,
i74AC,5/15/1974,m,AC,,
i74FH,2/8/1974,f,FH,,
i74G4,2/12/1974,m,G4,,
i74JI,5/4/1974,m,JI,,
i74P8,2/27/1974,f,P8,,
i74S,3/12/1974,m,S,,
i74V7,2/27/1974,f,V7,,
i74YB,4/9/1974,m,YB,,
i74YL,3/21/1974,m,YL,,
I75,3/11/1985,m,A58,A85,
i75238,4/12/1975,m,238,,
i75297,2/10/1975,f,297,,
i75306,4/2/1975,m,306,,
i75320,5/29/1975,f,320,,
i75397,3/19/1975,m,397,,
i75416,3/5/1975,m,416,,
i75496,5/10/1975,f,496,,
i75503,4/27/1975,f,503,,
i75509,5/20/1975,m,509,,
i75517,5/8/1975,f,517,,
i759K,7/5/1975,f,9K,,
i759T,3/10/1975,f,9T,,
i75EK,3/2/1975,m,EK,,
i75FH,3/5/1975,f,FH,,
i75V7,6/5/1975,f,V7,,
i75WF,3/18/1975,f,WF,,
i75XN,3/17/1975,m,XN,,
i75YB,3/15/1975,m,YB,,
i75Z1,3/23/1975,f,Z1,,
I76,2/22/1985,m,966,,
i76062,5/5/1976,f,062,,
i76297,4/29/1976,m,297,,
i76301,4/9/1976,u,301,,
i76437,4/23/1976,f,437,,
i76438,4/18/1976,f,438,,
i76485,3/7/1976,m,485,,
i76523,3/22/1976,m,523,,
i76543,5/1/1976,f,543,,
i76AA,3/28/1976,u,AA,,
i76LA,5/29/1976,f,LA,,
i76OT,3/28/1976,m,OT,,
i76WE,5/20/1976,f,WE,,
i76WF,3/2/1976,m,WF,,
i76YL,4/12/1976,m,YL,,
i76Z4,4/9/1976,m,Z4,,
I77,2/10/1985,f,842,,
i77280,5/5/1977,m,280,,
i77283,2/13/1977,f,283,,
i77301,2/2/1977,f,301,,
i77474,3/13/1977,f,474,,
i77494,3/26/1977,m,494,,
i77509,5/23/1977,f,509,,
i77510,5/24/1977,m,510,,
i77553,4/6/1977,m,553,,
i77554,3/16/1977,m,554,,
i77565,4/16/1977,f,565,,
i77572,3/23/1977,m,572,,
i777L,4/8/1977,f,7L,,
i779H,2/10/1977,f,9H,,
i77AA,2/16/1977,u,AA,,
I78,2/17/1985,m,A94,944,A94
i781A,3/11/1978,f,1A,,
i78348,3/12/1978,f,348,,
i78411,4/22/1978,f,411,,
i78420,2/10/1978,m,420,,
i78432,1/16/1978,f,432,,
i78482,1/17/1978,f,482,,
i78530,3/1/1978,m,530,,
i78554,1/28/1978,f,554,,
i78558,1/31/1978,f,558,,
i78571,4/13/1978,f,571,,
i78601,3/6/1978,m,601,,
i78604,2/9/1978,m,604,,
i78665,4/22/1978,f,665,,
i78673,3/11/1978,u,673,,
i78FH,3/11/1978,f,FH,,
i78NU,4/19/1978,f,NU,,
i78Z1,1/3/1978,m,Z1,,
I79,1/12/1985,m,846,,
i79278,4/30/1979,m,278,,
i79447,2/4/1979,m,447,,
i79558,12/22/1978,f,558,,
i79670,1/15/1979,f,670,,
i79671,1/9/1979,u,671,,
i79697,3/12/1979,u,697,,
i79698,5/3/1979,m,698,,
i799H,1/15/1979,m,9H,,
i79G8,2/1/1979,m,G8,,
i79NU,4/14/1979,f,NU,,
I8,6/7/1965,f,EA,,
I80,3/18/1985,m,E95,,
i80258,2/11/1980,m,258,,
i80431,3/3/1980,m,431,,
i80470,1/20/1980,m,470,,
i80474,2/27/1980,f,474,,
i80543,2/24/1980,m,543,,
i80554,2/21/1980,m,554,,
i80587,1/7/1980,m,587,,
i80615,3/4/1980,m,615,,
i80660,4/8/1980,f,660,,
i80685,3/19/1980,m,685,,
i80688,3/19/1980,m,688,,
i80698,3/9/1980,m,698,,
i80699,2/24/1980,f,699,,
i80701,3/16/1980,m,701,,
i80713,2/17/1980,f,713,,
i80715,1/25/1980,f,715,,
i80729,3/6/1980,m,729,,
i80V7,2/18/1980,m,V7,,
i80WF,1/28/1980,f,WF,,
i80XN,3/17/1980,m,XN,,
I81,2/12/1985,f,587,,
i81259,2/19/1981,m,259,,
i81280,2/22/1981,m,280,,
i81283,2/16/1981,m,283,,
i81306,4/26/1981,f,306,,
i81454,3/21/1981,f,454,,
i81471,2/24/1981,f,471,,
i81476,4/7/1981,f,476,,
i81482,2/11/1981,f,482,,
i81483,2/15/1981,m,483,,
i81486,2/7/1981,f,486,,
i81497,3/4/1981,m,497,,
i81514,3/4/1981,m,514,,
i81517,3/27/1981,m,517,,
i81558,1/15/1981,f,558,,
i81615,2/12/1981,m,615,,
i81646,4/26/1981,m,646,,
i81738,3/20/1981,m,738,,
i81762,2/18/1981,m,762,,
i81773,3/2/1981,m,773,,
i81810,4/19/1981,f,810,,
i81812,2/11/1981,f,812,,
i81840,1/28/1981,f,840,,
i81847,3/12/1981,m,847,,
i819H,4/15/1981,f,9H,,
i81A6,1/21/1981,m,A6,,
I82,2/10/1985,f,710,,
i82287,2/25/1982,f,287,,
i82320,2/28/1982,f,320,,
i82411,6/11/1982,m,411,,
i82514,3/21/1982,f,514,,
i82674,2/26/1982,m,674,,
i82678,1/23/1982,f,678,,
i82697,3/9/1982,m,697,,
i82724,4/30/1982,m,724,,
i82736,4/7/1982,m,736,,
i82746,1/6/1982,u,746,,
i82783,1/14/1982,m,783,,
i82790,1/18/1982,f,790,,
i82813,2/8/1982,m,813,,
i82814,3/1/1982,f,814,,
i82845,3/21/1982,m,845,,
i82855,2/3/1982,f,855,,
i82863,3/1/1982,f,863,,
i82877,2/9/1982,m,877,,
i82918,2/25/1982,m,918,,
i82961,3/23/1982,m,961,,
i82A6,2/4/1982,f,A6,,
i82FH,3/29/1982,m,FH,,
i82N2,1/19/1982,f,N2,,
i82NU,1/8/1982,u,NU,,
i82WE,3/24/1982,m,WE,,
I83,3/31/1985,f,674,,
i83291,2/14/1983,f,291,,
i83431,3/10/1983,m,431,,
i83474,1/8/1983,f,474,,
i83494,3/5/1983,m,494,,
i83507,4/18/1983,f,507,,
i83674,1/20/1983,m,674,,
i83676,12/21/1982,m,676,,
i83710,3/19/1983,f,710,,
i83734,1/24/1983,f,734,,
i83760,3/28/1983,f,760,,
i83784,2/18/1983,m,784,,
i83814,1/19/1983,m,814,,
i83846,12/29/1982,f,846,,
i83861,12/20/1982,m,861,,
i83877,2/14/1983,m,877,,
i83896,2/15/1983,f,896,,
i83914,1/28/1983,f,914,,
i83929,2/15/1983,f,929,,
i83965,2/9/1983,m,965,,
i83966,3/19/1983,m,966,,
i83985,4/4/1983,m,985,,
i83987,2/27/1983,f,987,,
i83990,2/22/1983,m,990,,
i83A13,2/16/1983,f,A13,,
i83A18,2/25/1983,f,A18,,
i83A25,12/13/1982,f,A25,,
i83A28,2/3/1983,m,A28,,
i83A43,1/24/1983,m,A43,,
i83A53,5/7/1983,f,A53,,
i83CS,2/5/1983,m,CS,,
i83P8,1/21/1983,f,P8,,
i83W,1/18/1983,f,W,,
I84,2/27/1985,m,480,,
i84238,1/9/1984,f,238,,
i84278,3/9/1984,m,278,,
i84291,2/1/1984,f,291,,
i84308,2/3/1984,f,308,,
i84320,1/30/1984,f,320,,
i84327,1/17/1984,m,327,,
i84375a,1/24/1984,m,375,,
i84375b,2/16/1984,f,375,,
i84416,1/30/1984,f,416,,
i84417,2/23/1984,f,417,,
i84420,1/22/1984,f,420,,
i84458,1/23/1984,f,458,,
i84476,2/15/1984,f,476,,
i84508,2/5/1984,f,508,,
i84522,12/25/1983,m,522,,
i84546,1/29/1984,m,546,,
